GeneID	Annotation	wt	mutant#1	mutant#2	mutant#3
Zt108602	WSC domain-containing | Zt108602	507.76	231.87	377.99	431.26
Zt108605	class 3 | Zt108605	52.91	46.4	35.37	50.26
Zt108606	hypothetical protein MYCGRDRAFT_108606 | Zt108606	126.46	53.82	59.38	51.53
Zt108612	zinc finger dhhc domain containing | Zt108612	16.51	12.01	21.56	34.39
Zt108615	hydroxyisocaproate dehydrogenase | Zt108615	14.91	16.6	8.35	17.53
Zt108617	alpha beta-hydrolase | Zt108617	41.27	23.22	54.48	43.35
Zt108619	hypothetical protein MYCGRDRAFT_108619 | Zt108619	100.95	50.04	103.32	93.47
Zt108627	eukaryotic translation initiation factor 5 | Zt108627	237.4	199.33	300.59	201.19
Zt108629	D-aspartate oxidase | Zt108629	40.39	36.36	66.37	37.58
Zt108635	WSC-domain-containing [Aureobasidium namibiae CBS ] | Zt108635	205.45	284.11	184.16	223.45
Zt108640	hypothetical protein MYCGRDRAFT_108640 | Zt108640	42.06	42.9	72.4	40.84
Zt108644	TFIIH and nucleotide excision repair factor 3 complexes subunit | Zt108644	24.48	29.91	68.93	25.73
Zt108649	Asparaginase glutaminase | Zt108649	13.7	42.21	13.84	34.46
Zt108651	hypothetical protein MYCGRDRAFT_108651 | Zt108651	52.61	70.33	48.08	76
Zt108657	high osmolarity signaling sho1 | Zt108657	85.78	144.51	85.93	114.68
Zt108659	Mg2+ transporter -like Zinc transport | Zt108659	32.65	29.18	34.73	29.43
Zt108665	ARM repeat-containing | Zt108665	43.62	39.74	29.98	45.85
Zt108675	hypothetical protein MYCGRDRAFT_108675 | Zt108675	11.33	16.55	16.15	19.21
Zt108679	f-box domain | Zt108679	17.5	25.02	14.21	24.43
Zt108694	cyclin (Clg1) | Zt108694	90.51	84.6	190.88	108.41
Zt108699	homeobox-domain-containing | Zt108699	8.77	13.69	12.74	15.87
Zt108706	alpha beta-hydrolase | Zt108706	102.55	77.06	416.86	99.5
Zt108713	hypothetical protein MYCGRDRAFT_108713 | Zt108713	47.45	38.31	38.73	35.87
Zt108717	eukaryotic translation initiation factor 3 subunit C | Zt108717	157.62	102.69	237.77	115.56
Zt108724	60S ribosomal L7 | Zt108724	394.51	324.89	319.82	341.24
Zt108731	hypothetical protein MYCGRDRAFT_108731 | Zt108731	214.32	219.84	126.86	193.37
Zt108732	hypothetical protein MYCGRDRAFT_108732 | Zt108732	38.21	36.73	67.62	31.01
Zt108734	pt repeat family | Zt108734	4.75	8.78	3.56	66.42
Zt108738	tetratricopeptide-like helical | Zt108738	38.32	39.83	38.83	33.75
Zt108739	adenine nucleotide alpha hydrolases | Zt108739	46.47	43.91	49.94	38.47
Zt108740	major royal jelly | Zt108740	17.32	9.8	15.92	25.17
Zt108742	developmental regulator | Zt108742	235.01	201.85	136.79	187.44
Zt108745	involucrin repeat | Zt108745	68.73	60.05	79.67	53.91
Zt108753	hypothetical protein MYCGRDRAFT_108753 | Zt108753	28.22	31.82	26.13	25.11
Zt108755	HET-s domain-containing | Zt108755	35.39	36.38	391.26	31.99
Zt108762	Zinc iron permease | Zt108762	42.52	44.05	54.55	45.53
Zt108767	transcription initiation factor beta subunit | Zt108767	104.58	101.79	87.22	86.43
Zt108769	P-loop containing nucleoside triphosphate hydrolase | Zt108769	17.81	24.34	17.53	26.82
Zt108770	MMR_HSR1-domain-containing partial | Zt108770	100.62	113.72	54.6	75.58
Zt108773	hypothetical protein MYCGRDRAFT_108773 | Zt108773	11.75	21.91	8.72	9.94
Zt108774	hypothetical protein MYCGRDRAFT_108774 | Zt108774	32.28	31.71	21.15	24.67
Zt108775	ATP-dependent metallopeptidase Hfl | Zt108775	43.21	41.93	80.78	38.62
Zt108776	nucleoporin sonb like | Zt108776	28.68	26.68	32.55	30.43
Zt108780	SAP domain | Zt108780	41.05	45.91	37.39	52.02
Zt108793	hypothetical protein MYCGRDRAFT_108793 | Zt108793	24.6	22.88	29.48	23.16
Zt108794	Zinc RING FYVE PHD-type | Zt108794	40.96	44.38	64.71	40.42
Zt108796	zinc ion binding | Zt108796	36.4	32.59	31.05	26.86
Zt108803	FAD binding domain-containing | Zt108803	2.52	2.27	10.76	3.03
Zt108813	MFS general substrate transporter | Zt108813	57.65	59.27	103.17	32.81
Zt108814	2,4-dienoyl- reductase | Zt108814	45.89	53.27	46.63	35.67
Zt108816	phosphoesterase | Zt108816	32.25	41.96	39.59	35.69
Zt108817	Carboxylic ester hydrolase | Zt108817	16.39	20.26	32.48	36.38
Zt108818	extragenic suppressor of kinetochore 1 | Zt108818	49.37	49.83	58.53	49.61
Zt108826	hypothetical protein MYCGRDRAFT_108826 | Zt108826	28.92	29.44	21.68	20.41
Zt108829	hypothetical protein MYCGRDRAFT_108829 | Zt108829	35.74	44	43.31	28.02
Zt108832	diacylglycerol O-acyltransferase | Zt108832	73.6	77.95	70.97	74.1
Zt108833	sporulation rmd1 | Zt108833	43.75	33.46	27.11	38.03
Zt108836	hypothetical protein MYCGRDRAFT_108836 | Zt108836	23.67	30.02	18.29	24.44
Zt108842	transcriptional regulator | Zt108842	51.78	55.14	48.22	45.48
Zt108844	hypothetical protein MYCGRDRAFT_108844 | Zt108844	31.52	25.51	34.31	26.82
Zt108849	hypothetical protein MYCGRDRAFT_108849 | Zt108849	50.97	42.5	33.75	38.54
Zt108857	zinc iron permease | Zt108857	15.36	11.43	19.25	18.23
Zt108865	unknown | Zt108865	27.47	34.48	34.37	42.72
Zt108866	hypothetical protein MYCGRDRAFT_108866 | Zt108866	92.35	126.78	119.98	83.96
Zt108869	hypothetical protein MYCGRDRAFT_108869 | Zt108869	7.78	9.06	8.16	8.37
Zt108872	ankyrin repeat | Zt108872	23.03	14.62	16.57	19.25
Zt108877	hypothetical protein MYCGRDRAFT_108877 | Zt108877	7.13	9.6	7.65	6.57
Zt108882	sphingosine N-acyltransferase lac1 | Zt108882	52.13	62.24	43.54	62.41
Zt108883	mitochondrial import inner membrane translocase subunit TIM23 | Zt108883	59.35	68	68.37	60.37
Zt108886	Aldo keto reductase | Zt108886	18.04	18.87	11.42	15.39
Zt108890	hypothetical protein MYCGRDRAFT_108890, partial | Zt108890	35.05	27.29	42.44	22.35
Zt108892	nuclear polyadenylated rna-binding nab2 | Zt108892	49.97	39.68	62.88	40.79
Zt108906	armadillo-like helical | Zt108906	22.67	28.9	26.56	41.54
Zt108908	alpha beta-hydrolase | Zt108908	2.14	2.34	1.35	1.83
Zt108910	hypothetical protein MYCGRDRAFT_108910 | Zt108910	28.58	42.55	28.29	36.08
Zt108912	nadh:flavin oxidoreductase nadh oxidase | Zt108912	206.21	17.61	369.57	368.06
Zt108919	nucleoporin nsp1 | Zt108919	56.63	45.38	86.68	44.68
Zt108921	hypothetical protein MYCGRDRAFT_108921 | Zt108921	196.73	161.23	215.1	186.6
Zt108925	alpha beta-hydrolase | Zt108925	54.61	42.98	40.37	50.21
Zt108927	DUF887-domain-containing | Zt108927	115.15	118.26	111.53	138.28
Zt108931	hypothetical protein MYCGRDRAFT_108931 | Zt108931	2.05	2.23	4.79	2.92
Zt108932	aromatic-L-amino-acid decarboxylase | Zt108932	7.03	3.41	3.58	3.8
Zt108936	hypothetical protein MYCGRDRAFT_108936 | Zt108936	10.74	12.55	8.99	18.9
Zt108940	alpha beta-hydrolase | Zt108940	51.96	58.12	55.28	45.57
Zt108951	RNA-binding domain-containing | Zt108951	73.5	103.09	66.49	108.65
Zt108963	glycoside hydrolase family 16 | Zt108963	146.51	137.83	64.11	115.98
Zt108964	acetyl- synthetase | Zt108964	53.54	65.14	26.92	51.8
Zt108969	daple partial | Zt108969	8.19	9.09	9.5	9.13
Zt108974	mitochondrial import receptor subunit | Zt108974	33.92	31.62	26.19	20.44
Zt108975	hypothetical protein MYCGRDRAFT_108975 | Zt108975	84.79	126.36	58.13	73.15
Zt108976	hypothetical protein MYCGRDRAFT_108976 | Zt108976	15.93	15	16.41	42.07
Zt108979	nuclear pore complex subunit nup85 like | Zt108979	42.84	36.34	39.15	36.95
Zt108982	hypothetical protein MYCGRDRAFT_108982 | Zt108982	46.94	41.37	53.94	51.13
Zt108985	glutathione degradosome | Zt108985	37.67	30.92	45.58	33.41
Zt108989	3-hydroxyacyl- dehydrogenase | Zt108989	20.19	10.93	17.38	42.14
Zt108994	tannase and feruloyl esterase | Zt108994	1.09	0.88	4.41	13.67
Zt108995	30 kDa heat shock | Zt108995	51.17	48.85	42.16	42.44
Zt108999	nadh:flavin oxidoreductase nadh oxidase | Zt108999	161.46	57.23	103.17	77.92
Zt109000	hypothetical protein MYCGRDRAFT_109000 | Zt109000	85.43	86.01	85.97	105.42
Zt109001	hypothetical protein MYCGRDRAFT_109001 | Zt109001	34.38	38.17	33.43	39.85
Zt109003	WD repeat | Zt109003	16.41	15.59	28.2	17.34
Zt109004	hypothetical protein MYCGRDRAFT_109004 | Zt109004	83.1	76.52	102.96	65.24
Zt109009	c2 domain containing | Zt109009	25.15	17.81	27.02	31.62
Zt109011	hypothetical protein MYCGRDRAFT_109011 | Zt109011	10.53	12.68	14.21	11.56
Zt109018	hypothetical protein MYCGRDRAFT_109018 | Zt109018	41.74	41.19	37.99	40.6
Zt109019	related to CHAPERONE PROTEIN DNAJ | Zt109019	35.43	34.09	43.93	33.36
Zt109020	related to dna-dependent rna polymerase I subunit a43 (rpa43) | Zt109020	42.28	46.7	29.55	39.7
Zt109022	DUF1711 domain | Zt109022	82.79	83.34	78.35	89.12
Zt109027	sin3 complex subunit | Zt109027	15.44	10.32	18.67	14.49
Zt109031	secreted small alanine-rich- | Zt109031	1.6	1.29	1.88	2.51
Zt109040	aspartyl-tRNA synthetase | Zt109040	30.89	27.78	27.12	27.74
Zt109048	hypothetical protein MYCGRDRAFT_109048 | Zt109048	143.47	242.69	124.79	160.75
Zt109049	Proline-rich -15 | Zt109049	35.26	40.52	59.09	30.86
Zt109051	hypothetical protein MYCGRDRAFT_109051 | Zt109051	140.31	101.07	108.42	81.92
Zt109052	amino acid transporter | Zt109052	144.59	101.59	87.13	99.38
Zt109057	hypothetical protein MYCGRDRAFT_109057 | Zt109057	59.56	39.39	65.22	36.89
Zt109061	dimerization motif | Zt109061	36.37	39.07	33.45	43.85
Zt109073	Mediator complex subunit Med13 | Zt109073	29.78	34.17	42.18	31.7
Zt109076	Bud-site selection | Zt109076	53.67	48.38	42.74	40.26
Zt109078	C6 finger domain-containing | Zt109078	48.25	44.94	40.79	58.42
Zt109091	lysyl-tRNA synthetase | Zt109091	187.07	139.88	142.91	132.45
Zt109095	RCC1 BLIP-II | Zt109095	55.07	50.27	49.25	54.46
Zt109098	uridine-2 -O--methyltransferase TRM7 | Zt109098	45.5	47	103.21	39.95
Zt109100	P450 monooxygenase | Zt109100	22.18	20.24	48.77	220.52
Zt109102	DEAD-domain-containing | Zt109102	33.77	26.82	37.28	22.5
Zt109107	hypothetical protein MYCGRDRAFT_109107 | Zt109107	7.3	9.63	11.82	14.76
Zt109111	choline dehydrogenase | Zt109111	30.71	37.65	14.71	17.46
Zt109112	hypothetical protein MYCGRDRAFT_109112 | Zt109112	37.34	51.69	54	85.05
Zt109115	f-box domain-containing | Zt109115	4.09	8.02	5.44	15.08
Zt109122	subtilisin-like serine protease PR1A like | Zt109122	25	34.34	40.24	26.69
Zt109128	hypothetical protein MYCGRDRAFT_109128 | Zt109128	7.99	1.42	11.94	30.34
Zt109129	mannan endo-1,6-alpha-mannosidase DCW1 precursor | Zt109129	90.85	33.41	74.54	100.79
Zt109136	Transcription-silencing Clr2 | Zt109136	25.26	25.88	30.62	26.38
Zt109137	hypothetical protein MYCGRDRAFT_109137 | Zt109137	3.55	3.14	5.36	10.23
Zt109139	nitrilase family (Nit3) | Zt109139	84.98	76.04	96.55	72.02
Zt109145	inner centromere | Zt109145	22.64	26.11	23.48	27
Zt109152	cell division control 45 | Zt109152	23.57	23.39	22.2	22.92
Zt109154	hypothetical protein MYCGRDRAFT_109154 | Zt109154	15.7	17.16	26.84	18.79
Zt109156	hypothetical protein MYCGRDRAFT_109156 | Zt109156	2.87	4.59	7.26	5.57
Zt109158	general substrate transporter | Zt109158	33.58	20.47	69.41	42.33
Zt109163	Homocysteine S-methyltransferase | Zt109163	58.29	41.38	72.69	30.88
Zt109168	DHH family | Zt109168	15.88	9.87	21.49	12.98
Zt109172	Vacuolar sorting-associated Vps5 | Zt109172	119.97	102.55	242.07	86.34
Zt109181	QDE-2 interacting | Zt109181	28.84	26.37	40.21	30.29
Zt109184	BTB domain and ankyrin repeat containing | Zt109184	28.76	26.06	26.34	25.89
Zt109185	ser Thr phosphatase | Zt109185	89.49	90.41	102.37	91.37
Zt109186	multidrug efflux transporter transmembrane domain-containing | Zt109186	60.67	38.32	99.63	51.46
Zt109190	hypothetical protein MYCGRDRAFT_109190 | Zt109190	3.57	4.36	4.04	2.55
Zt109196	catabolite repression crec | Zt109196	52.22	59.19	40.3	52.33
Zt109208	general negative regulator of transcription subunit 4 | Zt109208	34.8	31.29	39.81	35.99
Zt109211	hypothetical protein TI39_contig850g00012 | Zt109211	94.28	112.44	52.54	121.35
Zt109215	g1 s-specific cyclin | Zt109215	57.62	58.69	259.21	60.69
Zt109219	zinc finger domain-containing | Zt109219	29.48	40.63	20	30.22
Zt109224	PIN domain | Zt109224	30.48	20	31	25.65
Zt109235	hypothetical protein MYCGRDRAFT_109235 | Zt109235	32.26	49.75	35.26	67.24
Zt109237	c6 transcription | Zt109237	39.28	56.89	42.01	45.14
Zt109240	Sgf11 transcriptional regulation | Zt109240	65.5	61.94	41.57	42.61
Zt109241	Delta(14)-sterol reductase | Zt109241	44.27	47.98	38.58	69.08
Zt109248	hypothetical protein MYCGRDRAFT_109248 | Zt109248	41.27	43.48	34.65	50.67
Zt109253	Vps36-domain-containing | Zt109253	40.27	39.04	36.02	33.51
Zt109254	sac3 ganp domain | Zt109254	130.43	189.95	148.49	155.76
Zt109261	hypothetical protein MYCGRDRAFT_109261 | Zt109261	59.71	56.23	73.17	40.46
Zt109266	carbohydrate-binding module family 50 | Zt109266	47.04	44.12	59.07	48.69
Zt109268	hypothetical protein MYCGRDRAFT_109268 | Zt109268	123.11	158.78	130.72	111.21
Zt109269	E3 ubiquitin- ligase | Zt109269	36.95	44.69	45.68	41.17
Zt109272	hypothetical protein MYCGRDRAFT_109272 | Zt109272	23.8	21.48	19.56	17.44
Zt109275	aflatoxin regulatory | Zt109275	6.8	5.84	18.49	5.47
Zt109278	conserved fungal | Zt109278	115.57	99.53	181.12	109.94
Zt109282	WD40 repeat | Zt109282	49.59	40.35	40.48	40.85
Zt109284	nitrogen regulatory OTam | Zt109284	91.72	79.22	108.1	106.66
Zt109288	hypothetical protein MYCGRDRAFT_109288 | Zt109288	64.79	51.83	49.61	52.6
Zt109292	hypothetical protein MYCGRDRAFT_109292 | Zt109292	25.81	44.89	46.89	29.93
Zt109293	alpha beta-hydrolase | Zt109293	406.64	271.34	168.23	237.58
Zt109294	aldehyde dehydrogenase | Zt109294	539.82	391.55	348.54	417.83
Zt109295	MFS transporter | Zt109295	42.61	28.96	97.16	28.41
Zt109296	amino acid transporter | Zt109296	36.74	45.04	83.11	50.85
Zt109299	p53-like transcription factor | Zt109299	2.26	4.22	17.62	43.66
Zt109300	DUF408 domain | Zt109300	25.63	39.13	327.27	280.22
Zt109310	hypothetical protein MYCGRDRAFT_109310 | Zt109310	26.89	28.36	30.64	24.19
Zt109313	DUF1746-domain-containing [Aureobasidium namibiae CBS ] | Zt109313	38.61	38.34	32.42	29.05
Zt109314	DNA mismatch repair Msh1 | Zt109314	39.55	41.18	26.66	28.1
Zt109316	PWWP domain containing | Zt109316	53.42	58	52.59	52.53
Zt109321	hypothetical protein MYCGRDRAFT_109321 | Zt109321	53.84	52.74	52.47	52.54
Zt109328	plasma membrane ammonium transporter (Ato3) | Zt109328	36.19	33.96	32.02	30.46
Zt109332	hypothetical protein MYCGRDRAFT_109332 | Zt109332	38.85	59.13	40.5	47.65
Zt109336	hypothetical protein MYCGRDRAFT_109336 | Zt109336	27.74	21.37	24.74	20.23
Zt10934	mRNA cleavage and polyadenylation specificity factor complex subunit | Zt10934	28.45	30.04	39.87	31.18
Zt109341	0 | Zt109341	11.05	13.83	12.69	18.87
Zt109342	Pth11-like integral membrane | Zt109342	30.21	34.94	18.91	33.66
Zt109344	glutaminase A L-glutamine amidohydrolase | Zt109344	1.72	0.84	3.08	1.22
Zt109345	N amino acid transport system | Zt109345	93.76	6.68	201.59	62.44
Zt109348	hypothetical protein MYCGRDRAFT_109348 | Zt109348	24.95	20.59	46.3	22.76
Zt109356	DNA polymerase alpha subunit B | Zt109356	33.69	27.31	36.47	27.4
Zt109370	hypothetical protein MYCGRDRAFT_109370 | Zt109370	5.79	10.37	4.58	8.71
Zt109371	girdin isoform x5 | Zt109371	3.62	3.69	12.89	9.58
Zt109373	ankyrin repeat | Zt109373	30.39	28.58	64.93	35.92
Zt109375	SET domain-containing | Zt109375	42.27	47.58	41.65	69.48
Zt109386	acyl- N-acyltransferase | Zt109386	80.53	87.64	84.22	64.04
Zt109387	regulator of G signaling superfamily | Zt109387	87.23	34.78	79.52	22.74
Zt109391	Multiple inositol polyphosphate phosphatase | Zt109391	38.44	39.95	24	39.78
Zt109392	GLN3p transcription factor [Cercospora fijiensis CIRAD86] | Zt109392	46.33	56.82	53.93	58.58
Zt109393	hypothetical protein MYCGRDRAFT_109393 | Zt109393	46.94	45.11	57.05	44.33
Zt109402	hypothetical protein MYCGRDRAFT_109402 | Zt109402	88.48	92.49	165.61	87.38
Zt109408	N-myristoyl transferase | Zt109408	418.77	364.68	232.53	274.02
Zt109415	hypothetical protein MYCGRDRAFT_109415 | Zt109415	106.73	109.07	80.89	89.31
Zt109418	er-derived vesicles erv14 | Zt109418	76.95	80.05	143.06	94.95
Zt109419	structural maintenance of chromosomes 5 smc5 | Zt109419	15.56	15.8	21.4	15.77
Zt10942	mediator subunit partial | Zt10942	33.28	24.72	30.47	34.57
Zt109426	hypothetical protein MYCGRDRAFT_109426 | Zt109426	42.28	54.72	122.3	49.6
Zt109427	EF hand domain | Zt109427	46.9	45.73	50.11	42.12
Zt109428	ABC transporter | Zt109428	26.22	37.44	25.3	33.42
Zt109435	proteoglycan-like protein | Zt109435	884.52	92.21	571.16	930.76
Zt109438	transcription factor bhlh | Zt109438	47.01	40.71	40.27	38.79
Zt109439	peptidase m20 | Zt109439	38.11	39.27	27.39	29.24
Zt109442	hypothetical protein MYCGRDRAFT_109442 | Zt109442	35.62	43.44	26.12	36.62
Zt109444	kh domain rna-binding | Zt109444	48.1	50.37	45.87	81.58
Zt109450	6-phosphogluconolactonase | Zt109450	53.47	39.12	81.61	46.55
Zt109451	hypothetical protein MYCGRDRAFT_109451 | Zt109451	22.04	23.7	26.35	21.9
Zt109455	alpha beta-hydrolase | Zt109455	46.13	32.94	37.06	35.73
Zt109456	PLP-dependent transferase | Zt109456	86.34	76.63	92.61	65.1
Zt109462	dna-directed rna polymerase i and iii subunit | Zt109462	44.69	41.74	29.72	35.78
Zt109465	hypothetical protein MYCGRDRAFT_109465 | Zt109465	69.81	29.82	73.44	74.76
Zt109480	glycosyltransferase family 22 | Zt109480	27.98	27.22	37.76	28.09
Zt109481	cysteine ase | Zt109481	33.59	31.89	35.06	37
Zt109489	ebs-bah-phd domain-containing | Zt109489	25.44	29.51	29.52	19.92
Zt109491	BTB POZ domain containing partial | Zt109491	57.7	78.78	44.86	62.51
Zt109501	coatomer beta subunit | Zt109501	119.66	92.05	117.79	95.94
Zt109512	phosphatase methylesterase 1 | Zt109512	43.96	47.14	45.08	57.46
Zt109515	glycosyltransferase family 1 | Zt109515	31.73	61.48	37.68	46.29
Zt109516	phd finger and set domain-containing | Zt109516	62.99	69.49	72.92	73.42
Zt109517	HCP | Zt109517	236.28	46.62	236.86	373.06
Zt109520	glycoside hydrolase family 38 | Zt109520	80.95	84.83	86.83	51.1
Zt109523	calcium calmodulin-dependent kinase | Zt109523	112.17	116.88	116.5	94.71
Zt109524	NUDIX domain | Zt109524	65.64	73.48	95.23	56.81
Zt109529	C2H2 and C2HC zinc finger | Zt109529	33.7	23.03	34.46	29.39
Zt109530	response to oxidative stress | Zt109530	792	901.03	896.65	578.39
Zt109531	Dak phosphatase | Zt109531	58.75	68.64	60.16	56.37
Zt109538	3-isopropylmalate dehydratase | Zt109538	102.01	92.45	62.27	94.33
Zt109542	hypothetical protein MYCGRDRAFT_109542 | Zt109542	45.65	56.75	51.21	43.11
Zt109550	hypothetical protein MYCGRDRAFT_109550 | Zt109550	72.68	79.69	58	67.42
Zt109553	Sec20 domain | Zt109553	52.78	54.29	59.53	63.41
Zt109560	WD40 repeat | Zt109560	20.7	25.4	31.31	21.21
Zt109561	pas domain-containing | Zt109561	38.74	44.95	68.19	56.37
Zt109571	Lon protease peroxisomal | Zt109571	19.73	25.99	24.56	25.68
Zt109573	hypothetical protein MYCGRDRAFT_109573 | Zt109573	6.86	5.86	5.03	10.57
Zt109574	f-box domain-containing | Zt109574	56.81	46.51	34.14	36.62
Zt109580	hypothetical protein MYCGRDRAFT_109580 | Zt109580	32.95	35.35	56.79	28.25
Zt109581	chromosome segregation | Zt109581	19.11	26.26	46.57	29.93
Zt109582	Aromatic peroxygenase | Zt109582	7.78	8.57	20.68	11.63
Zt109583	hypothetical protein MYCGRDRAFT_109583 | Zt109583	29.08	22.54	35.5	27.99
Zt109593	nuclear localization 4 | Zt109593	28.87	26.05	39.6	32.8
Zt109611	carbamoyl-phosphate synthase arginine-specific large chain | Zt109611	92.8	82.94	64.62	85.81
Zt109619	RSC complex | Zt109619	32.04	44.64	36.19	40.11
Zt109621	[Histoplasma capsulatum NAm1] | Zt109621	4.3	12.65	40.13	11.93
Zt109622	hypothetical protein MYCGRDRAFT_109622 | Zt109622	32.71	39.11	32.29	23.57
Zt109625	alpha beta-hydrolase | Zt109625	28.77	24.91	25.57	22.37
Zt109626	hypothetical protein MYCGRDRAFT_109626 | Zt109626	1.99	3.98	2.3	4.1
Zt109629	cystathionine beta-lyase | Zt109629	78.55	68.02	61.34	75.16
Zt109632	phosphotransferase enzyme family | Zt109632	8.21	4.01	9.96	28.33
Zt109644	hypothetical protein MYCGRDRAFT_109644 | Zt109644	82.09	81.94	116.84	84.47
Zt109648	methylenetetrahydrofolate reduct | Zt109648	106.37	88.6	217.1	103.76
Zt109649	sphingoid long-chain base transporter RSB1 | Zt109649	1.64	3.67	2.27	2.64
Zt109652	DUF221 domain | Zt109652	213.12	111.42	154.17	285.73
Zt109656	MFS general substrate transporter | Zt109656	35.18	37.78	35.27	39.47
Zt109660	hypothetical protein MYCGRDRAFT_109660 | Zt109660	21.16	15.96	27.66	16.22
Zt109666	0 | Zt109666	3.13	3.92	5.26	36.61
Zt109668	3-oxo-5-alpha-steroid 4-dehydrogenase | Zt109668	56.97	22.41	46.18	83.05
Zt109679	hypothetical protein MYCGRDRAFT_109679 | Zt109679	61.01	79.15	69.1	69.5
Zt109694	sarcosine oxidase like | Zt109694	65.21	39.24	17.38	33.52
Zt109697	manganese ion homeostasis (Fr) | Zt109697	39	40.71	41.72	37.44
Zt109703	major facilitator superfamily transporter | Zt109703	7.3	11.19	5.82	7.49
Zt109704	aldehyde dehydrogenase (NAD+) | Zt109704	0.17	0.84	0.79	0.53
Zt109706	hypothetical protein MYCGRDRAFT_109706 | Zt109706	16.3	15.19	9.4	28.96
Zt109708	hypothetical protein MYCGRDRAFT_109708 | Zt109708	1.29	1.55	1.41	1.32
Zt109710	PR-1 [Aureobasidium namibiae CBS ] | Zt109710	3659.11	1451.66	539.14	1358.62
Zt109711	hypothetical protein MYCGRDRAFT_109711 | Zt109711	12.28	14.13	13.11	37.5
Zt109714	kelch repeat | Zt109714	44.72	40.35	30.29	73.81
Zt109716	hypothetical protein MYCGRDRAFT_109716 | Zt109716	98.84	84.64	54.89	72.34
Zt109721	glycosyltransferase family 20 | Zt109721	26.06	21.58	60.1	29.3
Zt109725	thioredoxin [Aureobasidium namibiae CBS ] | Zt109725	27.22	59.09	16.37	41.3
Zt109731	4-coumarate- ligase 2 | Zt109731	81.16	89.49	38.55	72.98
Zt109733	nuclear migration | Zt109733	10.69	16.98	20.75	21.3
Zt109735	NAD(P)-binding [Aureobasidium namibiae CBS ] | Zt109735	58.69	60.48	59.25	50.63
Zt109741	Ankyrin and HET domain partial | Zt109741	10.71	12.27	5.84	12.91
Zt109742	mitotic spindle assembly checkpoint MAD1 | Zt109742	23.22	29.99	26.46	25.78
Zt109759	serine carboxypeptidase | Zt109759	56.28	24.74	75.39	74.93
